epoch,train_loss,val_loss,val_acc_top1,val_acc_top5,lr,epoch_time_s
244,0.937972,0.802069,92.6800,99.7000,0.00009013,61.1
245,0.917593,0.798286,92.6000,99.6600,0.00008707,61.1
246,0.906779,0.799008,92.7600,99.7000,0.00008406,61.0
247,0.941086,0.811815,92.9400,99.6800,0.00008109,61.2
248,0.899470,0.809983,92.8800,99.6200,0.00007818,61.3
249,0.885139,0.809541,92.9400,99.7000,0.00007531,61.2
250,0.917951,0.795102,92.6400,99.7400,0.00007250,61.0
251,0.886466,0.790320,92.8800,99.6600,0.00006974,61.1
252,0.896931,0.812074,92.9400,99.6400,0.00006702,60.9
253,0.905763,0.795257,92.2800,99.7000,0.00006436,61.2
254,0.854511,0.803502,92.7200,99.7000,0.00006175,60.9
255,0.852535,0.811852,92.5800,99.7600,0.00005919,61.2
256,0.923761,0.803641,92.9000,99.7400,0.00005668,61.1
257,0.884533,0.822256,92.5400,99.6800,0.00005422,61.1
258,0.886518,0.809628,92.7600,99.6800,0.00005182,61.1
259,0.934337,0.805928,92.8800,99.7600,0.00004946,61.0
260,0.898993,0.806255,92.8800,99.7000,0.00004717,61.0
261,0.874779,0.797923,92.8000,99.6800,0.00004492,60.9
262,0.910586,0.802212,93.1400,99.6800,0.00004273,61.1
263,0.868404,0.805080,93.0000,99.7400,0.00004059,61.0
264,0.903044,0.803482,92.9400,99.7800,0.00003851,61.0
265,0.848190,0.802899,92.9800,99.7200,0.00003648,61.1
266,0.872843,0.808199,93.0400,99.7400,0.00003450,61.1
267,0.861760,0.802378,92.6800,99.7200,0.00003258,61.2
268,0.847139,0.802157,92.9000,99.7200,0.00003071,60.9
269,0.901437,0.801635,92.9000,99.7600,0.00002890,61.0
270,0.903165,0.806587,93.0400,99.7200,0.00002715,61.3
271,0.805978,0.815723,93.0400,99.6800,0.00002545,61.0
272,0.808372,0.805972,93.2200,99.7200,0.00002380,61.2
273,0.803464,0.813061,93.2200,99.7200,0.00002221,61.3
274,0.823482,0.811740,93.1200,99.7000,0.00002068,61.0
275,0.866483,0.800487,93.2600,99.7400,0.00001921,61.0
276,0.880937,0.803634,93.0400,99.7200,0.00001779,61.2
277,0.841691,0.807773,93.1600,99.6800,0.00001642,61.1
278,0.879788,0.803356,93.1600,99.7000,0.00001512,61.3
279,0.857640,0.806512,93.2600,99.7000,0.00001387,61.2
280,0.859946,0.808354,93.2200,99.7400,0.00001268,61.1
281,0.853225,0.805308,93.2400,99.7000,0.00001154,61.1
282,0.824280,0.806950,93.2200,99.7200,0.00001047,61.1
283,0.850666,0.807104,93.2800,99.7600,0.00000945,61.0
284,0.900206,0.801820,93.2800,99.7200,0.00000848,61.1
285,0.869565,0.803356,93.2200,99.7000,0.00000758,61.1
